customer_id;full_name;registration_date;city;first_touch_channel
200623;Абдуллаев Николай Дмитриевич;2023-01-10;Миасс;VK Ads
200624;Семёнов Карен Алексеевич;2024-04-18;Самара;Yandex Ads
200625;Сергеев Вера Сергеевна;2024-03-17;Миасс;Telegram
200626;Сафин Иван Андреевич;2023-09-26;Челябинск;Referral
200627;Данилов Диана Александрович;2024-06-12;Челябинск;VK Ads
200628;Белов Полина Юрьевич;2023-03-25;Челябинск;Organic
200629;Петросян Виктор Михайлович;2023-06-25;Челябинск;Yandex Ads
200630;Борисов Роман Николаевич;2023-09-04;Курган;VK Ads
200631;Захаров Карина Евгеньевич;2023-12-11;Москва;Organic
200632;Козлов Сергей Сергеевна;2023-06-23;Пермь;VK Ads
200633;Власов Артём Александрович;2023-11-13;Копейск;Direct
200634;Михайлов Валерия Владимировна;2023-03-11;Челябинск;VK Ads
200635;Наумов Светлана Олегович;2023-02-01;Челябинск;Direct
200636;Котов Софья Юрьевич;2024-02-02;Копейск;Organic
200637;Кудрявцев Егор Владимирович;2024-08-16;Оренбург;Direct
200638;Григорьев Артур Владимировна;2024-01-21;Копейск;Organic
200639;Коваленко Михаил Михайловна;2023-03-15;Челябинск;Telegram
200640;Морозов Владимир Андреевич;2023-02-04;Уфа;Email
200641;Мухаметшин Карен Алексеевна;2023-02-20;Казань;Direct
200642;Алексеев Валерий Дмитриевич;2023-09-10;Магнитогорск;Yandex Ads
200643;Савченко Игорь Алексеевна;2023-02-24;Казань;Telegram
200644;Васильев Алёна Андреевна;2023-11-23;Казань;VK Ads
200645;Сеитов Вероника Дмитриевич;2024-03-12;Магнитогорск;Organic
200646;Гусев Борис Владимировна;2024-07-12;Магнитогорск;Referral
200647;Ткаченко Динара Дмитриевич;2023-05-31;Уфа;Organic
200648;Пономарёв Айгуль Александровна;2023-12-25;Пермь;Organic
200649;Сергеев Илья Дмитриевна;2024-08-06;Челябинск;Organic
200650;Ильин Ольга Антонович;2024-01-07;Екатеринбург;VK Ads
200651;Медведев Анна Сергеевич;2023-05-17;Челябинск;Organic
200652;Гончаренко Наталья Иванович;2023-04-19;Тюмень;VK Ads
200653;Фомин Иван Павлович;2024-07-06;Ижевск;Direct
200654;Соловьёв Тимур Михайловна;2023-08-14;Сургут;Yandex Ads
200655;Поляков Ольга Михайловна;2024-02-21;Екатеринбург;Direct
200656;Егоров Тимур Николаевич;2024-06-04;Челябинск;Yandex Ads
200657;Козлов Евгения Андреевна;2024-01-28;Челябинск;Direct
200658;Бондаренко Никита Сергеевич;2023-02-19;Миасс;Direct
200659;Шин Валерия Алексеевна;2024-03-20;Златоуст;Organic
200660;Филатов Борис Сергеевна;2024-01-24;Копейск;Direct
200661;Цветков Светлана Андреевич;2024-05-15;Пермь;Yandex Ads
200662;Мельник Вадим Владимировна;2023-04-20;Магнитогорск;Direct
200663;Егоров Вероника Антонович;2023-08-19;Челябинск;Organic
200664;Филатов Дарья Дмитриевич;2024-02-10;Челябинск;Organic
200665;Соловьёв Николай Андреевич;2023-09-10;Магнитогорск;Yandex Ads
200666;Андреев Андрей Игоревна;2024-02-26;Уфа;Yandex Ads
200667;Цой Светлана Сергеевна;2023-08-16;Челябинск;Telegram
200668;Нуржанов Лейла Павловна;2024-06-01;Копейск;Organic
200669;Акопян Фёдор Игоревич;2023-12-20;Челябинск;Yandex Ads
200670;Зайцев Аделина Иванович;2024-01-28;Челябинск;VK Ads
200671;Бекетов Константин Иванович;2023-01-14;Курган;Organic
200672;Юн Светлана Олегович;2023-12-22;Копейск;Direct
200673;Гарипов Евгений Юрьевна;2024-02-02;Магнитогорск;Direct
200674;Юсупов Зарина Александровна;2023-05-19;Магнитогорск;Telegram
200675;Гусев Анастасия Михайлович;2024-02-12;Копейск;Direct
200676;Степанов Полина Александрович;2023-10-15;Новосибирск;Telegram
200677;Котов Александр Владимировна;2024-03-15;Челябинск;VK Ads
200678;Киселёв Павел Игоревич;2023-07-11;Пермь;Referral
200679;Быков Вера Олеговна;2024-05-05;Челябинск;VK Ads
200680;Сорокин Айгуль Евгеньевич;2024-01-06;Челябинск;Yandex Ads
200681;Гарипов Ярослав Юрьевна;2023-11-02;Копейск;Yandex Ads
200682;Мельник Анастасия Алексеевна;2024-06-27;Челябинск;VK Ads
200683;Тулеев Анна Романович;2023-01-25;Челябинск;Organic
200684;Ахметов Дарья Сергеевна;2023-05-16;Челябинск;VK Ads
200685;Андреев Иван Александрович;2024-04-16;Челябинск;Yandex Ads
200686;Тулеев Тигран Антонович;2023-04-06;Екатеринбург;Yandex Ads
200687;Мухаметшин Владимир Романовна;2024-05-10;Тюмень;Organic
200688;Кузьмин Эдуард Александрович;2024-06-30;Челябинск;VK Ads
200689;Хабибуллин Евгения Николаевич;2024-08-14;Тюмень;Email
200690;Алиев Владимир Павловна;2024-08-08;Челябинск;Organic
200691;Мирзоян Татьяна Алексеевна;2024-06-25;Челябинск;Referral
200692;Комаров Надежда Павлович;2023-09-01;Копейск;VK Ads
200693;Зайцев Валерия Сергеевна;2023-01-13;Санкт-Петербург;Email
200694;Бойко Алёна Павлович;2024-02-25;Сургут;Direct
200695;Алексеев Татьяна Александрович;2023-01-29;Челябинск;Yandex Ads
200696;Мамедов Светлана Сергеевна;2023-12-11;Магнитогорск;Yandex Ads
200697;Котов Максим Николаевна;2023-04-25;Златоуст;Organic
200698;Морозов Вероника Владимировна;2024-05-19;Златоуст;Email
200699;Наумов Максим Владимировна;2023-09-19;Челябинск;Organic
200700;Гасанов Марат Михайловна;2023-03-26;Пермь;Organic
200701;Куликов Арсен Олеговна;2023-11-23;Челябинск;VK Ads
200702;Тен Сергей Игоревна;2023-04-26;Челябинск;Telegram
200703;Белов Георгий Викторовна;2023-01-04;Челябинск;Telegram
200704;Оганесян Юлия Сергеевна;2023-04-24;Челябинск;Yandex Ads
200705;Ким Евгений Алексеевна;2023-07-24;Казань;Telegram
200706;Сеитов Зарина Дмитриевич;2023-08-26;Уфа;Organic
200707;Ильин Марат Романович;2024-05-03;Челябинск;VK Ads
200708;Борисов Дарья Михайлович;2023-03-04;Пермь;Yandex Ads
200709;Филатов Юрий Алексеевна;2023-04-25;Копейск;Organic
200710;Денисов Эдуард Владимировна;2024-07-16;Магнитогорск;Yandex Ads
200711;Бекетов Даниил Владимирович;2024-03-13;Казань;VK Ads
200712;Нуржанов Даниил Юрьевна;2023-10-13;Магнитогорск;VK Ads
200713;Власов Наталья Олегович;2023-06-09;Магнитогорск;Organic
200714;Аветисян Виктория Андреевич;2023-02-25;Челябинск;VK Ads
200715;Бондаренко Павел Николаевич;2024-01-03;Копейск;Referral
200716;Киселёв Лилия Олеговна;2024-02-28;Пермь;Organic
200717;Сафин Кирилл Михайлович;2023-09-29;Челябинск;Referral
200718;Матвеев Алексей Романовна;2023-10-01;Челябинск;Yandex Ads
200719;Мухаметшин Карен Викторовна;2024-02-13;Челябинск;Yandex Ads
200720;Егоров Тимур Игоревна;2023-05-31;Казань;VK Ads
200721;Рябов Лилия Сергеевич;2023-04-19;Челябинск;Email
200722;Хабибуллин Элина Юрьевна;2024-01-14;Челябинск;Direct
200723;Матвеев Георгий Юрьевич;2024-05-28;Курган;Yandex Ads
200724;Тулеев Сергей Михайловна;2024-05-16;Челябинск;Yandex Ads
200725;Ильин Екатерина Евгеньевич;2023-06-07;Челябинск;Telegram
200726;Белов Фёдор Юрьевич;2024-02-12;Курган;Email
200727;Миронов Руслан Игоревич;2023-02-21;Нижневартовск;Yandex Ads
200728;Герасимов Вадим Павлович;2023-02-07;Челябинск;VK Ads
200729;Лазарев Ирина Иванович;2024-06-29;Екатеринбург;Direct
200730;Капустин Светлана Павловна;2023-12-26;Миасс;Direct
200731;Беляев Карен Игоревна;2024-02-23;Екатеринбург;VK Ads
200732;Медведев Диана Александрович;2023-12-01;Оренбург;Organic
200733;Кондратьев Лилия Владимировна;2024-03-05;Копейск;Direct
200734;Соловьёв Денис Иванович;2024-03-09;Тюмень;Direct
200735;Беляев Арсен Андреевич;2023-07-30;Ижевск;Organic
200736;Новиков Виктория Олеговна;2023-10-05;Курган;Yandex Ads
200737;Сеитов Вадим Николаевна;2023-06-09;Челябинск;Direct
200738;Лебедев Надежда Алексеевна;2023-03-27;Миасс;Organic
200739;Медведев Лилия Дмитриевич;2023-11-27;Уфа;Organic
200740;Сафин Марина Игоревич;2024-02-26;Екатеринбург;Organic
200741;Котов Евгения Ивановна;2023-01-15;Уфа;VK Ads
200742;Тен Эмиль Михайлович;2023-06-09;Уфа;Direct
200743;Шин Ксения Олеговна;2023-06-17;Копейск;Yandex Ads
200744;Ткаченко Вадим Дмитриевна;2023-12-28;Миасс;Direct
200745;Аветисян Карен Романовна;2024-02-23;Челябинск;Direct
200746;Денисов Екатерина Романовна;2024-04-14;Челябинск;Organic
200747;Киселёв Алина Александровна;2023-07-01;Челябинск;Telegram
200748;Кузнецов Дарья Юрьевна;2023-02-16;Нижневартовск;VK Ads
200749;Мартиросян Кристина Михайлович;2024-03-24;Санкт-Петербург;Organic
200750;Новиков Илья Евгеньевна;2023-05-05;Уфа;Yandex Ads
200751;Кадыров Евгения Дмитриевна;2024-08-21;Копейск;Yandex Ads
200752;Садыков Кристина Николаевна;2023-01-24;Челябинск;Organic
200753;Мартиросян Наталья Романович;2023-01-19;Миасс;Yandex Ads
200754;Исмаилов Марат Евгеньевна;2023-02-20;Тюмень;Organic
200755;Тен Динара Андреевна;2024-01-13;Екатеринбург;Organic
200756;Медведев Аделина Евгеньевна;2023-09-20;Копейск;Telegram
200757;Алексеев Валерия Евгеньевна;2023-10-14;Челябинск;Organic
200758;Куликов Мария Романович;2023-05-29;Челябинск;Direct
200759;Гарипов Денис Романович;2023-08-09;Казань;Email
200760;Шарипов Ксения Андреевна;2023-03-12;Санкт-Петербург;VK Ads
200761;Хабибуллин Алина Сергеевич;2023-05-05;Магнитогорск;Direct
200762;Беляев Тигран Романович;2024-01-07;Оренбург;Direct
200763;Захаров Олег Романовна;2023-08-13;Оренбург;Direct
200764;Ибрагимов Анна Алексеевна;2024-08-07;Пермь;Email
200765;Маслов Денис Олеговна;2024-04-09;Миасс;VK Ads
200766;Хабибуллин Самвел Павлович;2024-01-25;Пермь;Yandex Ads
200767;Ахметов Фёдор Алексеевна;2024-08-11;Сургут;VK Ads
200768;Быков Валерий Дмитриевич;2023-10-05;Челябинск;Direct
200769;Виноградов Марат Александрович;2024-03-27;Миасс;Email
200770;Петров Полина Николаевич;2024-02-01;Копейск;Yandex Ads
200771;Никитин Аделина Алексеевна;2024-01-09;Челябинск;Direct
200772;Денисов Игорь Александрович;2023-02-05;Копейск;VK Ads
200773;Гончаренко Оксана Алексеевич;2024-04-09;Самара;Referral
200774;Романов Владимир Викторовна;2023-11-15;Миасс;Direct
200775;Чернов Арсен Романович;2024-01-23;Челябинск;Yandex Ads
200776;Жуков Софья Николаевна;2023-04-08;Челябинск;Referral
200777;Мирзоян Юлия Евгеньевич;2024-06-22;Копейск;Direct
200778;Волков Ирина Викторовна;2024-08-22;Миасс;Organic
200779;Ахметжанов Марат Михайлович;2023-04-01;Миасс;Yandex Ads
200780;Сеитов Виктория Антонович;2024-05-31;Оренбург;Referral
200781;Михайлов Борис Игоревич;2023-01-07;Екатеринбург;Telegram
200782;Григорян Юлия Алексеевна;2023-12-28;Екатеринбург;Referral
200783;Матвеев Антон Ивановна;2024-03-27;Златоуст;Referral
200784;Сафин Виктория Михайловна;2023-01-19;Златоуст;Direct
200785;Ткаченко Мария Антонович;2024-01-29;Челябинск;Organic
200786;Беляев Кристина Андреевна;2023-04-13;Санкт-Петербург;VK Ads
200787;Волков Диана Александровна;2023-06-29;Уфа;Referral
200788;Сергеев Лейла Дмитриевна;2023-06-20;Челябинск;Referral
200789;Белов Вера Викторовна;2024-07-27;Пермь;Organic
200790;Данилов Дарья Алексеевна;2023-07-21;Миасс;Yandex Ads
200791;Назаров Наталья Павлович;2023-03-15;Уфа;Organic
200792;Сафонов Николай Михайлович;2023-05-27;Златоуст;Organic
200793;Матвеев Дмитрий Павлович;2023-11-25;Сургут;VK Ads
200794;Белов Руслан Александрович;2023-12-22;Екатеринбург;Telegram
200795;Щербаков Дарья Игоревич;2024-08-10;Тюмень;Organic
200796;Аветисян Анастасия Олеговна;2023-04-11;Казань;Yandex Ads
200797;Кондратьев Надежда Дмитриевич;2024-02-08;Челябинск;Referral
200798;Галимов Яна Владимировна;2023-04-20;Миасс;Direct
200799;Соловьёв Егор Ивановна;2023-03-22;Нижневартовск;Organic
200800;Сеитов Александр Дмитриевна;2024-05-19;Уфа;Direct
200801;Алиев Надежда Александровна;2023-12-14;Челябинск;Direct
200802;Титов Игорь Олеговна;2024-01-06;Екатеринбург;Organic
200803;Ким Алёна Владимировна;2024-06-07;Копейск;Direct
200804;Мельник Диана Викторовна;2023-01-12;Копейск;Organic
200805;Нуриев Юрий Иванович;2023-04-26;Казань;Direct
200806;Фёдоров Дмитрий Антонович;2023-06-20;Златоуст;VK Ads
200807;Захаров Юлия Андреевич;2023-06-03;Челябинск;Direct
200808;Быков Артур Юрьевна;2023-03-02;Челябинск;Organic
200809;Миронов Сергей Александрович;2023-02-25;Челябинск;Yandex Ads
200810;Михайлов Вадим Юрьевич;2023-08-05;Челябинск;Direct
200811;Коваленко Эдуард Александрович;2024-05-02;Челябинск;Direct
200812;Ибрагимов Надежда Евгеньевич;2024-06-08;Челябинск;Direct
200813;Тен Юрий Романович;2024-04-07;Москва;Organic
200814;Романов Егор Дмитриевич;2023-09-09;Челябинск;Organic
200815;Пономарёв Ирина Андреевна;2024-07-06;Златоуст;Yandex Ads
200816;Егоров Егор Владимирович;2023-06-22;Самара;VK Ads
200817;Белов Виктор Викторович;2024-06-08;Миасс;Referral
200818;Мельник Борис Павлович;2024-01-04;Магнитогорск;Telegram
200819;Сулейманов Валерия Ивановна;2024-03-24;Копейск;VK Ads
200820;Новиков Вадим Николаевна;2023-10-20;Челябинск;Direct
200821;Арутюнян Надежда Викторович;2023-01-23;Копейск;Organic
200822;Григорьев Элина Юрьевич;2023-06-12;Челябинск;Yandex Ads
200823;Тен Оксана Олегович;2023-03-12;Магнитогорск;Direct
200824;Касымов Диана Дмитриевна;2023-06-15;Сургут;Direct
200825;Павлов Николай Юрьевна;2023-08-26;Златоуст;Yandex Ads
200826;Маслов Ольга Антонович;2023-03-19;Челябинск;Yandex Ads
200827;Михайлов Артур Павлович;2023-07-19;Екатеринбург;Organic
200828;Хасанов Маргарита Александровна;2024-04-17;Пермь;Organic
200829;Мамедов Кристина Иванович;2024-03-19;Магнитогорск;Organic
200830;Киселёв Никита Юрьевич;2023-04-16;Уфа;Telegram
200831;Медведев Маргарита Юрьевна;2023-12-05;Нижневартовск;Organic
200832;Соболев Фёдор Николаевич;2023-09-29;Челябинск;Email
200833;Ибрагимов Яна Юрьевич;2023-10-09;Челябинск;Organic
200834;Фомин Наталья Игоревна;2023-06-09;Челябинск;Organic
200835;Захаров Аделина Николаевна;2024-07-15;Челябинск;Organic
200836;Поляков Тигран Михайловна;2023-05-15;Екатеринбург;Direct
200837;Титов Диана Евгеньевна;2023-12-16;Челябинск;VK Ads
200838;Медведев Ирина Игоревна;2023-07-21;Челябинск;Organic
200839;Новиков Вероника Игоревна;2024-05-06;Копейск;Email
200840;Кондратьев Софья Романовна;2024-03-13;Челябинск;VK Ads
200841;Кузнецов Алексей Андреевна;2023-03-07;Челябинск;Direct
200842;Ахметов Светлана Евгеньевна;2023-03-06;Челябинск;Organic
200843;Сорокин Кирилл Алексеевич;2024-03-22;Уфа;Telegram
200844;Орлов Лилия Викторовна;2024-08-01;Миасс;Direct
200845;Оганесян Марат Павлович;2023-02-02;Сургут;Yandex Ads
200846;Сеитов Оксана Игоревич;2024-08-13;Санкт-Петербург;Direct
200847;Галимов Лилия Сергеевич;2023-04-10;Копейск;Organic
200848;Герасимов Амина Сергеевна;2023-06-22;Челябинск;Yandex Ads
200849;Сорокин Диана Андреевич;2023-06-23;Пермь;Organic
200850;Юн Дарья Сергеевич;2023-06-19;Миасс;Direct
200851;Цой Игорь Евгеньевна;2024-07-05;Копейск;VK Ads
200852;Абрамян Ксения Владимировна;2024-08-09;Копейск;Organic
200853;Бондаренко Константин Михайлович;2023-07-20;Нижневартовск;Organic
200854;Хабибуллин Глеб Дмитриевич;2024-03-28;Миасс;Telegram
200855;Васильев Денис Павловна;2024-05-16;Оренбург;VK Ads
200856;Цветков Наталья Михайлович;2023-09-29;Челябинск;Referral
200857;Ершов Николай Андреевна;2024-08-03;Пермь;Referral
200858;Лебедев Ирина Михайловна;2023-09-05;Копейск;VK Ads
200859;Васильев Полина Игоревич;2023-03-12;Магнитогорск;Organic
200860;Гасанов Роман Евгеньевич;2023-06-17;Магнитогорск;Referral
200861;Шевченко Андрей Евгеньевич;2023-01-14;Копейск;Email
200862;Тарасенко Татьяна Алексеевна;2024-08-05;Курган;Organic
200863;Беляев Арсен Сергеевич;2024-07-30;Екатеринбург;Email
200864;Маслов Оксана Иванович;2024-07-12;Челябинск;Organic
200865;Козлов Амина Павлович;2024-08-13;Копейск;Telegram
200866;Сафин Айгуль Юрьевна;2023-07-27;Копейск;Yandex Ads
200867;Гусев Артём Иванович;2024-05-08;Златоуст;Telegram
200868;Фролов Ольга Александрович;2023-01-17;Челябинск;Organic
200869;Медведев Наталья Дмитриевна;2023-11-15;Челябинск;Organic
200870;Макаров Ксения Алексеевна;2023-03-18;Челябинск;Direct
200871;Лебедев Виктор Николаевич;2023-04-18;Челябинск;Direct
200872;Арутюнян Мария Викторовна;2024-06-03;Екатеринбург;Telegram
200873;Миронов Арсен Александровна;2023-09-21;Сургут;Yandex Ads
200874;Жумабаев Даниил Ивановна;2024-01-26;Челябинск;Telegram
200875;Рябов Юлия Дмитриевна;2023-05-20;Челябинск;Organic
200876;Тарасов Артём Дмитриевна;2023-07-08;Сургут;Organic
200877;Фомин Марина Александрович;2023-09-01;Москва;Yandex Ads
200878;Юн Кристина Андреевич;2024-02-08;Уфа;Email
200879;Пономарёв Елена Антонович;2023-01-12;Челябинск;Organic
200880;Поляков Татьяна Романовна;2023-09-02;Екатеринбург;VK Ads
200881;Алиев Ярослав Александровна;2023-01-26;Челябинск;Direct
200882;Голубев Юлия Владимирович;2023-09-14;Магнитогорск;VK Ads
200883;Лазарев Софья Алексеевич;2023-09-05;Курган;Organic
200884;Нуриев Егор Юрьевич;2024-02-04;Москва;Organic
200885;Соколов Евгения Юрьевна;2023-03-14;Златоуст;Yandex Ads
200886;Сеитов Самвел Юрьевич;2023-10-13;Копейск;VK Ads
200887;Касымов Артём Михайлович;2023-02-24;Курган;Referral
200888;Борисов Софья Алексеевич;2024-04-11;Челябинск;Yandex Ads
200889;Ершов Вадим Олегович;2023-02-19;Уфа;Telegram
200890;Борисов Игорь Викторович;2024-04-06;Копейск;Organic
200891;Ильин Виктор Павловна;2024-01-08;Санкт-Петербург;Organic
200892;Шарипов Алёна Андреевич;2024-04-22;Челябинск;Referral
200893;Ибрагимов Игорь Андреевна;2024-02-11;Челябинск;Organic
200894;Тулеев Карина Иванович;2024-07-29;Екатеринбург;Organic
200895;Герасимов Дмитрий Ивановна;2024-08-14;Челябинск;Organic
200896;Борисов Лейла Юрьевич;2023-08-12;Копейск;VK Ads
200897;Наумов Дмитрий Павлович;2023-09-21;Челябинск;VK Ads
200898;Воробьёв Станислав Николаевна;2024-03-12;Оренбург;Referral
200899;Юсупов Карен Юрьевна;2024-02-25;Сургут;Organic
200900;Саркисян Эмиль Антонович;2024-04-17;Челябинск;Organic
200901;Кузьмин Алёна Викторовна;2023-11-07;Пермь;Yandex Ads
200902;Романов Милана Викторовна;2023-07-04;Магнитогорск;Yandex Ads
200903;Козлов Артур Игоревна;2023-06-20;Магнитогорск;Yandex Ads
200904;Пак Роман Александровна;2023-11-16;Челябинск;Organic
200905;Исмаилов Станислав Юрьевич;2024-01-17;Пермь;Organic
200906;Куликов Ольга Евгеньевич;2024-08-06;Копейск;Organic
200907;Наумов Аделина Юрьевна;2024-08-05;Уфа;Organic
200908;Павлов Юрий Сергеевич;2024-05-01;Челябинск;Email
200909;Жумабаев Тимур Александрович;2024-04-15;Москва;Direct
200910;Титов Марат Олеговна;2023-08-22;Курган;VK Ads
200911;Мамедов Вероника Александровна;2024-06-25;Магнитогорск;Yandex Ads
200912;Воробьёв Елена Романовна;2024-02-24;Магнитогорск;Organic
200913;Титов Елена Андреевна;2024-05-03;Уфа;Direct
200914;Лазарев Фёдор Антонович;2023-05-17;Златоуст;Yandex Ads
200915;Петросян Эмиль Викторович;2023-10-23;Миасс;VK Ads
200916;Омаров Марат Иванович;2023-02-26;Ижевск;Yandex Ads
200917;Гончаренко Амина Александрович;2024-02-28;Челябинск;Direct
200918;Гусев Егор Павлович;2024-02-14;Челябинск;Referral
200919;Мельник Светлана Юрьевич;2023-12-18;Миасс;Referral
200920;Юн Диана Владимирович;2024-03-17;Челябинск;Organic
200921;Богданов Ольга Игоревич;2023-02-04;Челябинск;Organic
200922;Сеитов Георгий Юрьевна;2023-05-05;Тюмень;Telegram
200923;Гасанов Александр Павловна;2023-08-24;Миасс;Direct
200924;Рахимов Алина Дмитриевич;2024-07-11;Тюмень;Direct
200925;Орлов Илья Иванович;2023-11-08;Челябинск;VK Ads
200926;Сорокин Александр Михайловна;2023-03-12;Челябинск;Telegram
200927;Поляков Евгения Сергеевна;2024-08-29;Челябинск;Yandex Ads
200928;Петров Аделина Андреевич;2023-06-13;Москва;Direct
200929;Ткаченко Вера Иванович;2023-08-27;Уфа;Telegram
200930;Мкртчян Елена Олеговна;2023-08-17;Ижевск;Direct
200931;Зайцев Дарья Романович;2023-10-20;Пермь;Organic
200932;Кудрявцев Тигран Игоревич;2024-03-03;Магнитогорск;Yandex Ads
200933;Пономарёв Светлана Михайловна;2024-08-12;Златоуст;Telegram
200934;Саркисян Даниил Дмитриевич;2024-01-30;Казань;Organic
200935;Лебедев Тимур Павлович;2024-07-24;Челябинск;Organic
200936;Коваленко Екатерина Игоревна;2024-03-22;Копейск;Organic
200937;Ткаченко Элина Викторович;2023-03-24;Челябинск;Direct
200938;Ткаченко Милана Игоревич;2024-05-09;Тюмень;VK Ads
200939;Васильев Станислав Владимировна;2023-06-14;Копейск;Yandex Ads
200940;Соколов Полина Алексеевна;2023-01-17;Челябинск;Organic
200941;Кудрявцев Руслан Сергеевна;2023-01-18;Челябинск;Direct
200942;Маслов Александр Сергеевна;2023-07-07;Екатеринбург;Organic
200943;Бондаренко Дмитрий Михайлович;2023-02-20;Магнитогорск;Yandex Ads
200944;Шарипов Владимир Николаевна;2024-04-14;Челябинск;Direct
200945;Шарипов Никита Сергеевич;2023-06-27;Новосибирск;Organic
200946;Сергеев Ксения Романовна;2024-07-01;Челябинск;Organic
200947;Смирнов Наталья Владимировна;2024-05-15;Тюмень;Direct
200948;Волков Алина Романовна;2024-04-08;Екатеринбург;Direct
200949;Ибрагимов Алина Евгеньевна;2023-02-04;Магнитогорск;Yandex Ads
200950;Мартиросян Денис Николаевна;2023-01-30;Уфа;Email
200951;Григорьев Тимур Владимировна;2023-07-08;Челябинск;Referral
200952;Цветков Марина Михайлович;2023-12-18;Челябинск;Organic
200953;Кузьмин Зарина Владимировна;2023-09-19;Магнитогорск;Yandex Ads
200954;Фролов Никита Сергеевич;2023-01-24;Челябинск;Organic
200955;Жуков Айгуль Иванович;2024-01-07;Тюмень;VK Ads
200956;Акопян Денис Олегович;2023-12-19;Челябинск;VK Ads
200957;Гасанов Артур Алексеевна;2023-05-28;Тюмень;Yandex Ads
200958;Ибрагимов Ирина Павловна;2023-02-20;Челябинск;Organic
200959;Мухаметшин Дмитрий Михайлович;2023-04-27;Магнитогорск;Telegram
200960;Юн Алёна Викторович;2023-07-27;Новосибирск;Organic
200961;Иванов Марат Юрьевна;2024-05-13;Копейск;Direct
200962;Григорян Даниил Николаевич;2023-09-01;Копейск;Organic
200963;Гончаренко Диана Викторовна;2024-04-07;Челябинск;Organic
200964;Никитин Яна Игоревна;2024-02-01;Челябинск;Direct
200965;Филатов Эмиль Романович;2023-11-17;Челябинск;Direct
200966;Сафонов Кристина Викторовна;2023-05-21;Уфа;Organic
200967;Акопян Юлия Евгеньевна;2023-05-20;Златоуст;Yandex Ads
200968;Куликов Карина Владимировна;2023-06-02;Челябинск;VK Ads
200969;Григорян Вадим Ивановна;2024-01-06;Уфа;Organic
200970;Зайцев Николай Владимировна;2024-07-24;Челябинск;Direct
200971;Сергеев Лейла Романович;2023-12-25;Пермь;Telegram
200972;Афанасьев Егор Александровна;2023-06-11;Казань;Referral
200973;Нуриев Глеб Юрьевна;2023-07-15;Сургут;VK Ads
200974;Бондаренко Борис Евгеньевна;2023-09-08;Уфа;Direct
200975;Григорьев Георгий Романовна;2023-04-18;Челябинск;Organic
200976;Абдуллаев Станислав Викторовна;2024-05-22;Миасс;Telegram
200977;Бекетов Карина Викторовна;2023-01-24;Челябинск;Direct
200978;Королёв Вадим Владимирович;2024-05-04;Челябинск;Organic
200979;Жуков Вера Юрьевич;2024-02-12;Уфа;Email
200980;Ли Диана Дмитриевич;2024-05-02;Москва;Organic
200981;Кузнецов Элина Павлович;2023-04-24;Оренбург;Direct
200982;Сорокин Алина Романовна;2024-08-10;Сургут;Direct
200983;Быков Диана Андреевна;2023-05-09;Оренбург;Yandex Ads
200984;Мухаметшин Алёна Андреевич;2023-01-25;Магнитогорск;Organic
200985;Ким Андрей Андреевич;2023-08-07;Копейск;VK Ads
200986;Сафонов Элина Олеговна;2024-08-30;Сургут;VK Ads
200987;Фролов Дарья Михайловна;2023-06-17;Курган;Telegram
200988;Акопян Денис Владимирович;2024-03-27;Сургут;VK Ads
200989;Фролов Алёна Игоревич;2024-01-18;Челябинск;Yandex Ads
200990;Пономарёв Наталья Олеговна;2024-08-22;Курган;Yandex Ads
200991;Смирнов Илья Викторович;2023-04-29;Копейск;Yandex Ads
200992;Арутюнян Оксана Евгеньевна;2024-03-13;Челябинск;Yandex Ads
200993;Голубев Марат Павлович;2023-06-20;Магнитогорск;Direct
200994;Морозов Ирина Сергеевич;2024-07-14;Копейск;Organic
200995;Мирзоян Константин Владимировна;2024-03-06;Челябинск;Yandex Ads
200996;Соколов Дарья Олеговна;2023-07-02;Екатеринбург;Yandex Ads
200997;Сорокин Максим Юрьевич;2023-03-18;Пермь;Yandex Ads
200998;Саркисян Вадим Николаевна;2024-05-08;Миасс;VK Ads
200999;Мкртчян Никита Юрьевна;2023-05-03;Челябинск;Telegram
201000;Гарипов Динара Иванович;2024-03-28;Санкт-Петербург;Organic
201001;Соколов Арсен Алексеевич;2023-03-22;Копейск;Email
201002;Акопян Алёна Дмитриевич;2024-04-02;Магнитогорск;Referral
201003;Исмаилов Кристина Олегович;2023-01-18;Копейск;Organic
201004;Волков Глеб Романович;2023-01-28;Челябинск;Email
201005;Сеитов Руслан Юрьевна;2023-07-12;Екатеринбург;Yandex Ads
201006;Кондратьев Лейла Сергеевич;2023-09-25;Казань;Telegram
201007;Белов Антон Владимировна;2024-01-13;Челябинск;Direct
201008;Савченко Вадим Антонович;2024-08-23;Копейск;Organic
201009;Бойко Ксения Андреевич;2023-12-24;Челябинск;Direct
201010;Гусев Виктор Ивановна;2024-07-06;Уфа;Organic
201011;Герасимов Диана Юрьевич;2023-09-02;Златоуст;Yandex Ads
201012;Бондаренко Ольга Игоревна;2023-10-02;Оренбург;VK Ads
201013;Абрамян Вера Романовна;2023-12-04;Тюмень;VK Ads
201014;Новиков Карина Олегович;2024-02-16;Челябинск;VK Ads
201015;Чернов Надежда Викторович;2023-03-13;Копейск;Yandex Ads
201016;Власов Кристина Алексеевич;2023-06-27;Тюмень;Organic
